,Id,Интересы,Организация работы,Обмен информацией и коммуникации,Организация собственной работы и поддержание необходимого уровня работоспособности,Обучение и развитие подчиненных,Подготовка и реализация управленческих решений,Выполнение административных функций,Обеспечение должного уровня мотивации подчиненных,Оценка и контроль работы подчиненных,Форсайтное мышление,Управление старт-ап проектами,Управление проектами,Инновации в экономике,Корпоративное управление,PR,Предпринимательское мышление,Развитие агломераций,Навыки публичных выступлений,Управление персоналом,Управление образовательными проектами,Управление компетенциями,Стратегическое мышление,Финансы,Антикризисное управление,Схематизация,Открытое мышление,Системное видение,Командная работа,Построение отношений,Нацеленность на достижения,Лидерские качества,Модерация рабочих групп,Проведение игропрактических мероприятий,Разработка игропрактических форматов
6015,8dc96213df9b89886df0fd4e84ec3849,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6016,0da2e324511b3895622d5b18ed385d68,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6017,2abef944ce2c4b7bf73ec8166587a689,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6018,4936e55b45c6e9ec3f8a3fcb768d2626,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6019,c84a875dcf3f288508ebb6f0e545e038,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6020,118a50d42dadb1530dec9c0953517d30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6021,68081a58cd8bca321d782bf09fee1ad6,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6022,a926a844dd009b45f4ed489377baa5be,"Частный бизнес, Социальное предпринимательство, Образование, Стратегическое управление, Государственное управление",0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6023,25c5cc293130861049484b3b3a4e3ef1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6024,7349cbc0a12256191da7cb566a8bc5ca,,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6025,c17513787a2b29b16e02103bc9e49c48,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6026,bc0000cf10b0c9d2994195bec778e9a1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6027,2cee9f0b16c3af0fe9d1048a894efdc8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6028,85d4799c3093aa5006a54e7b371fa09a,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6029,7a8db531c56b8b3ce4d9355fcecf169d,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6030,2d1fea731bb844f6ee121cf10db70030,,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6031,d6f79515b6e285fbc1e6b7f4163d69de,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
6032,ed8335b7e95dfdeacbfb2da4d099c153,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6033,b6a8221bc19154d8053338af0b4d80bc,"Социальная защита, Социальное предпринимательство, Образование, Исследования и разработки, Искусство",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6034,acb41dd1e33f6180b696c59a237b0349,"Образование, Государственное управление",1,0,1,0,1,0,0,0,2,1,2,2,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,2
6035,44c1632a0c57de80217fa1afd1a94405,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6036,ddfc778a06cd887f7501e1f9e830205e,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037,8a0f3c97f0b96b8bcd4d653e9bb10d56,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
6038,8e987e3a643a5abbdc6e060140bdcbfd,,8,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6039,692d45151c7bcee3d75eaa130b0c0c7d,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6040,349e5139654e7b2ebb6bab2d8c57dc82,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6041,5dc1fc44643d59d6577a6d8b6a81a6c7,,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6042,aeef4c01960c02d506ab23f081bc3a79,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6043,2a1174f17e2a374f4397849f6fe2b4b1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6044,2692eb75300f7db8101a117ec4c0c27a,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6045,a525b51a44270f2aede3f75be4346ade,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6046,dc241ebcc8c5635810b621a29840a012,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6047,84350ba2ca02e48211dca4bfa639140f,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6048,ad5b50638d9aad2fbd94ad0fc24291e9,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6049,c1b7119844b98c850a3f9d1963e5a9c8,"Реклама и маркетинг, Искусство",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6050,e1fcd7c0a66e80eb6ccecb58e6039652,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6051,b2461b7f81e52a9c718597bef9e2e176,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6052,717624c8bc21984bec5824f95ffaff08,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6053,1526e59625592e97619984e21d276bc4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6054,3d7d1f22e77a86b582e265a697251ca7,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6055,693c247a9076aa41664478b623a48321,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6056,05d948908dbb920ddd7c1eabe775ca36,"Управление персоналом, Инновации и модернизация, Искусство",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6057,9549475db7f6e245159c60d4672023e7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6058,638d63a6151cb01195cb25edd5c7c28c,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6059,a8dcebd01236d7ef74752b4049e1cfa8,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6060,7c7bc530853fb5af12961fbf5667ecff,Реклама и маркетинг,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6061,8b0e4aca9a88ac4a3fcd4e9b95d9ac17,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6062,ea3e29d90c517c63ec2bb9e9a6374249,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6063,c5a17ad656657014b0f93b86720249b2,"Образование, Исследования и разработки, Политика",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6064,5ddea1a25bfff09eb65a3fadfb413391,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6065,9456eee5217414bac7aab07f09894eee,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6066,b0ba28fa46c047698ca63a1e4e9cb2f8,,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6067,d6fea6dd6926f2808f7822b1326c96a7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6068,37214704ee209a84834e48bb361082ed,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6069,31769bd17d0bbdab68900be3d6a8dff9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
6070,57898fef6e0d99bab7b99d714ede04db,"Частный бизнес, Социальное предпринимательство, Образование, Промышленность, Государственное управление, Политика",2,4,0,0,2,0,0,0,2,0,0,3,6,0,1,0,0,1,3,0,5,0,0,0,1,3,0,0,0,0,0,0,0
6071,6a8ba0af03250c4e6fa4c4912f9caa77,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6072,a4a239efe32dfe5eda83b1e08e686c23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6073,275cfc095a3f774e5fa0e956e3ea5227,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6074,b8cc55ec46bcbeee7efee5116f9663cf,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6075,d3547f093462049a95e69b5ae3d3da4e,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6076,2358eb7814b51d4f18670383d81e18fd,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6077,1b1214526ea14925b6ce43e56983c04d,"Социальное предпринимательство, Инвестиции, Корпоративное управление, Исследования и разработки, Стратегическое управление, Реклама и маркетинг",0,1,0,0,0,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6078,f0990ffdf29db9a0f4fa07d29f39f836,"Исследования и разработки, Сельское хозяйство",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6079,04e474edc17344725ce5ce23ce38ff44,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6080,926a55a188a028680f5068e683d22ea0,,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6081,e70dc35ba89d45133029b10946e15b4a,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6082,153d11a3e76a71ac75cad1bfad8ebae7,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6083,264724d41738f3fd4922ff7dfa3699f8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6084,cec4334af678936b3b27b5a6e6549534,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6085,5356a2d22d78918ce102d43bb87f8324,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6086,03dbe2935c83cd2ef895736a0f4a85d6,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6087,805eb09a2ce7cdb161bd0e1183b07caa,Частный бизнес,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6088,021d3a1c9189ecad6b312761ecd8af23,"Строительство, Дошкольное образование/детский отдых, Финансы, Сельское хозяйство, Образование, Корпоративное управление, Промышленность, Управление персоналом, Исследования и разработки, Стратегическое управление, Инновации и модернизация, Реклама и маркетинг",1,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6089,83ee2bdeef9137b12f0b0bd2e5480edb,"Частный бизнес, Образование, Корпоративное управление, Промышленность, Управление персоналом, Исследования и разработки, Стратегическое управление, Инновации и модернизация, Управление рисками",21,0,72,32,0,0,0,0,0,0,19,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6090,49813ad156219b8b6c8458d0fecb3a31,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6091,f141da64c3aa6324eb82937392593cee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6092,0705f6fb5f351383a5945f9741cc1466,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6093,ddf4194aff8f8b5fed65c1738e3cf6b0,"Частный бизнес, Образование, Корпоративное управление, Управление персоналом",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6094,ee4dccddd477a30886e8f19763954096,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6095,0b60422b2daf30588df1942e271fb92f,"Управление персоналом, Государственное управление",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6096,a4c1d1cf7d0b9b72ae8fa0337f15f580,"Инвестиции, Государственное управление",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6097,8b6150ccd482fdd584112dd3d0dba6be,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6098,28ff5ecee6fa0d874f2ca98c72a81997,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6099,7095874efc90d658e4ebd3c26328cdfb,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6100,ecde2c544a4e7e5e27d1263bc8eab411,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6101,c1b6649a0ee3f5328fb49ebdd9d65ff3,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6102,de82270e2a48fa41bf2d31992fbe5060,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6103,20ae7ed7da903c73f14748f971ff3fa7,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6104,780c07f498b300360dde9f77870fc72b,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6105,fff4b4ac522423683fe96ec33b592c52,,2,5,1,2,2,0,2,0,2,0,3,0,0,0,0,0,0,1,3,3,2,2,0,0,4,0,0,0,0,0,2,3,1
6106,d2649a3a62533a38baf611574651527b,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6107,29fd9135f086dfc1070c2c424c355a24,"Инвестиции, Исследования и разработки, Корпоративное управление, Инновации и модернизация, Государственное управление, Промышленность, Стратегическое управление",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6108,680034564319bc460f15e370e56679c2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6109,5bf0494fbd8f7db678e751994602b3e6,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6110,00c08048908067753b9ebea11653e26c,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6111,2b8df67a1c1fea87b3071f25c62023ae,"Корпоративное управление, Стратегическое управление, Инновации и модернизация",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6112,e4c8465d7792bff6b13c889ffa711626,"Образование, Промышленность, Исследования и разработки, Социальное предпринимательство, Стратегическое управление, Государственное управление, Политика",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6113,4033003173a2243ef754f0334a1bd55a,"Социальная защита, Социальное предпринимательство, Политика",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6114,9ec9cd3f310e4c56baf815ac560540dd,,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6115,181cf55d83d6d7b04215f80b635ae8ec,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6116,a80acb526bc28a1263db11f0be45f518,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6117,9862aa48c5c1f178013e444da2cd2696,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6118,c6bae5d1fe7c1a078e6917cc0508f31f,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
6119,f48c5ef2609610235294f578e3ff1720,,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0
6120,9b8adf59a84447e7c48a435fd73caf13,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6121,16ec5b837c1d8f86101b8bbfdcfed236,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6122,104eb76ca72d2005827a8af80dfbe7ca,"Образование, Стратегическое управление, Инновации и модернизация, Финансы",0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6123,f267c793721a81e91cfdd6e8c94fd515,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6124,dd759ddc0fc366dadb3a1b8dc5619e88,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
6125,ed9c5c24c4959749d3f74efedda7d26b,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6126,fa478cf093b20685ca90e1a632d53d94,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6127,695e28d6ed7fc988d3aec013c4bb2f69,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6128,e8eccfc4cf73086afa429ae9f9ae9e3e,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6129,953af737e60c11c79f7b6be9dd85cc6d,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6130,ad235a344f617fd763d8716ea18457cc,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6131,5c2d5c31b7c8f0733879a2eb61f9b367,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6132,77e9ca54db99829cd42ce727de009264,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6133,8d6c818844477a17e44822e9e8ddb5ca,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6134,de545b592bd75399b125ef1022db75f3,,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0
6135,359595f34977b16e55af3f9b63628810,"Строительство, Частный бизнес, Инвестиции, Корпоративное управление, Управление персоналом, Стратегическое управление, Инновации и модернизация, Финансы, Государственное управление",6,3,6,0,4,0,0,1,4,0,4,1,0,1,2,1,2,0,0,0,2,0,0,1,1,7,5,2,6,1,0,0,0
6136,9ac1e58f5f14c13b44e074680129258c,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6137,5d16b3b4edfa6b0b5ec5b000a0b6560c,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6138,60fde088da2d0b0e4e955e4a74534553,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6139,7e7ee621f75c4cfbb66c8040ebabdddc,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6140,b355c05ff225aa28d7ac025803e9eb57,"Строительство, Частный бизнес, Инвестиции, Управление персоналом",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6141,690c2039b89e1e68e9e1e2dab685c05b,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6142,e384c2299970bd117f1faa71dba8de8c,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6143,1536f3da3c3b0b1b73e3c482d0e7e4a3,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6144,9f0f4cf7fb567f109f1ebe6d6788a41a,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
6145,cc5395ee493665ad8502c44c5a3f38c3,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6146,7a382908db6e9ea339229508302ce08c,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6147,c01e7d5cf82b56c1eb94b489a37f5b2e,Юриспруденция,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6148,8f21673189035732759ba70023e65396,,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6149,131afc391320d2e7fe0f33373a2d6e3e,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6150,ae4170a51937e639b9c4447da15ea65b,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6151,987b50997a5d940c251edf95f773c667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
6152,aa181060ee9dc9cb88b39986fd674a14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6153,8481539757102bf002e4c7cda05e0478,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
